id_no,title,organization,skills,ratings,review_counts,metadata
376,Introduction to Logic,Stanford University,"business logic,computational logic,computational thinking,deductive reasoning,functional design,logical reasoning,problem solving,programming principle",0,0,Intermediate ? Course ? 1 - 3 Months
377,Internet of Things: Sensing and Actuation From Devices,University of California San Diego,"computer hardware,digital communication,embedded software,embedded system,internet thing,peripheral device,prototyping,telecommunication,wireless network",0,0,Mixed ? Course ? 1 - 3 Months
378,Materials Science for Advanced Technological Applications,Arizona State University,"basic electrical system,chemical engineering,chemistry,electrical engineering,electronic component,electronics,engineering analysis,engineering calculation,failure analysis,manufacturing process,mechanical engineering,physic,physical science,process control,process engineering,semiconductor,structural analysis,thermal management",0,0,Intermediate ? Specialization ? 3 - 6 Months
379,Introduction to Computer Science and Programming,University of London,"arithmetic,computational thinking,computer graphic,computer networking,computer programming,computer science,computer system,cybersecurity,debugging,development environment,general mathematics,hardware architecture,human computer interaction,javascript,operating system,problem solving,program development,system measurement,theoretical computer science,web application",0,0,Beginner ? Specialization ? 1 - 3 Months
380,Software Testing and Automation,University of Minnesota,"acceptance testing,behaviordriven development,code coverage,cucumber software,development testing,gherkin scripting language,junit,open web application security project owasp,performance testing,qa testing,regression testing,security testing,selenium software,software quality assurance,test automation,test case,test planning,testability,unit testing,verification validation",0,0,Intermediate ? Specialization ? 3 - 6 Months
381,Quantitative Methods,University of Amsterdam,"ethical standard conduct,experimentation,quantitative research,research,research design,research methodology,sampling statistic,science research,scientific method,social science,survey",0,0,Mixed ? Course ? 1 - 3 Months
382,Information? ?Systems,University of Minnesota,"business requirement,business system,business system analysis,change management,cloud computing,cloud service,critical thinking,cybersecurity,enterprise architecture,enterprise resource planning,information technology,management,organizational change,process flow diagram,project management,requirement analysis,system analysis,system implementation,technology strategy,user requirement document",0,0,Beginner ? Specialization ? 3 - 6 Months
383,Astrobiology and the Search for Extraterrestrial Life,The University of Edinburgh,"biochemistry,biology,chemistry,environment,life science,microbiology,physical science,research,science research,scientific method",0,0,Mixed ? Course ? 1 - 3 Months
384,Engineering Project Management: Initiating and Planning,Rice University,"business analysis,communication planning,financial analysis,leadership,organizational structure,peer review,planning,project documentation,project management,project management life cycle,project scoping,requirement management,stakeholder management",0,0,Beginner ? Course ? 1 - 3 Months
385,Astrobiology and the Search for Extraterrestrial Life,The University of Edinburgh,"biochemistry,biology,chemistry,environment,life science,microbiology,physical science,research,science research,scientific method",0,0,Mixed ? Course ? 1 - 3 Months
386,The Finite Element Method for Problems in Physics,University of Michigan,"advanced mathematics,c programming language,engineering analysis,finite element method,mathematical modeling,numerical analysis,open source technology",0,0,Intermediate ? Course ? 3 - 6 Months
387,Meta iOS UI Development,Meta,"apple io,apple xcode,application development,data structure,development testing,integrated development environment,io development,mobile development,mobile development tool,object oriented programming oop,objectivec programming language,programming principle,prototyping,qa testing,software design pattern,swift,ui component,unit testing,user interface ui,user interface ui design",0,0,Beginner ? Specialization ? 3 - 6 Months
388,Architecting Smart IoT Devices,EIT Digital,"application security,computer architecture,debugging,embedded system,general networking,hardware architecture,internet thing,linux,microsoft window,operating system,performance tuning,realtime operating system,system architecture,system programming,threat modeling,wireless network",0,0,Intermediate ? Course ? 1 - 3 Months
389,Politics and Economics of International Energy,Sciences Po,"economic development,economics,energy utility,environment,environmental policy,forecasting,international relation,market dynamic,natural resource management,political science,supply demand",0,0,Beginner ? Course ? 1 - 3 Months
